Vg Vd w_enc_g w_enc_d time
6.33205479452054 5.57759999999999 121.890939059191 142.824028876142 5.66
6.53917808219177 5.49119999999999 126.942726028621 140.716711271881 5.67
6.746301369863 5.40479999999999 131.994513057544 138.609393726476 5.68
6.95342465753425 5.31839999999999 137.046300139334 136.502076233413 5.69
7.16054794520547 5.23199999999999 142.098087268103 134.394758786895 5.7
7.3676712328767 5.14559999999999 147.149874438621 132.287441381769 5.71
7.57479452054793 5.05919999999999 152.201661646242 130.18012401345 5.72
7.78191780821918 4.97279999999999 157.253448886836 128.072806677859 5.73
7.98904109589041 4.88639999999999 162.305236156735 125.96548937137 5.74
8.19616438356164 4.79999999999999 167.357023452677 123.858172090759 5.75
8.40328767123286 4.71359999999999 172.408810771767 121.750854833156 5.76
8.61041095890411 4.62719999999999 177.460598111429 119.643537596012 5.77
8.81753424657534 4.54079999999999 182.512385469375 117.536220377058 5.78
9.02465753424657 4.45439999999999 187.564172843573 115.428903174278 5.79
9.2317808219178 4.36799999999999 192.615960232215 113.321585985878 5.8
9.43890410958904 4.28159999999999 197.667747633695 111.214268810263 5.81
9.64602739726027 4.19519999999999 202.719535046587 109.106951646016 5.82
9.8531506849315 4.10879999999999 207.771322469621 106.999634491875 5.83
10.0602739726027 4.02239999999999 212.82310990167 104.89231734672 5.84
10.267397260274 3.93599999999999 217.874897341734 102.785000209553 5.85
10.4745205479452 3.84959999999999 222.926684788919 100.677683079488 5.86
10.6816438356164 3.76319999999999 227.978472242436 98.5703659557382 5.87
10.8887671232877 3.67679999999999 233.03025970158 96.4630488376019 5.88
11.0958904109589 3.59039999999999 238.082047165727 94.3557317244563 5.89
11.3030136986301 3.50399999999999 243.133834634321 92.2484146157477 5.9
11.5101369863014 3.41759999999999 248.185622106867 90.1410975109839 5.91
11.7172602739726 3.33119999999999 253.237409582926 88.0337804097269 5.92
11.9243835616438 3.2448 258.289197062108 85.9264633115877 5.93
12.1315068493151 3.15839999999999 263.340984544067 83.8191462162199 5.94
12.3386301369863 3.07199999999999 268.392772028493 81.7118291233164 5.95
12.5457534246575 2.98559999999999 273.444559515113 79.6045120326035 5.96
12.7528767123288 2.89919999999999 278.496347003682 77.497194943838 5.97
12.96 2.81279999999999 283.548134493986 75.3898778568035 5.98
12.8931147540984 2.72639999999999 288.297050611377 73.3504038560662 5.99
12.8262295081967 2.64 292.19634920456 71.4886788914854 6
12.7593442622951 2.73818181818182 295.271222766591 69.9693895200138 6.01
12.6924590163934 2.83636363636364 297.561529751808 69.1170103400491 6.02
12.6255737704918 2.93454545454546 299.191406021269 68.8494309909218 6.03
12.5586885245902 3.03272727272727 300.273072695441 69.0635309116827 6.04
12.4918032786885 3.13090909090909 300.899750444108 69.6734981429692 6.05
12.4249180327869 3.22909090909091 301.148691348904 70.6086460341072 6.06
12.3580327868853 3.32727272727273 301.083922024963 71.8107837596236 6.07
12.2911475409836 3.42545454545455 300.75852001694 73.2320215471457 6.08
12.224262295082 3.52363636363636 300.216497167494 74.8329592822492 6.09
12.1573770491803 3.62181818181819 299.494357788976 76.5811923005125 6.1
12.0904918032787 3.72 298.622387922839 78.4500789888467 6.11
12.0236065573771 3.81818181818182 297.625722219678 80.4177244524467 6.12
11.9567213114754 3.91636363636364 296.525226907012 82.466142481323 6.13
11.8898360655738 4.01454545454546 295.338230645618 84.5805646388347 6.14
11.8229508196721 4.11272727272728 294.079129565553 86.7488707351125 6.15
11.7560655737705 4.21090909090909 292.759888219094 88.9611194406324 6.16
11.6891803278689 4.30909090909091 291.390454423851 91.2091615045218 6.17
11.6222950819672 4.40727272727272 289.97910285798 93.4863211048559 6.18
11.5554098360656 4.50545454545455 288.532719697608 95.7871333868271 6.19
11.4885245901639 4.60363636363636 287.057038460539 98.1071283322823 6.2
11.4216393442623 4.70181818181818 285.556835462735 100.442652827559 6.21
11.3547540983607 4.8 284.036091840988 102.790724219245 6.22
11.287868852459 4.89818181818182 282.498127893856 105.148909821864 6.23
11.2209836065574 4.99636363636364 280.94571449959 107.515227810856 6.24
11.1540983606557 5.09454545454545 279.381165548389 109.888065734212 6.25
11.0872131147541 5.19272727272727 277.806414647125 112.266113536471 6.26
11.0203278688525 5.29090909090909 276.223078792932 114.648308533573 6.27
10.9534426229508 5.38909090909091 274.632511247456 117.033790226748 6.28
10.8865573770492 5.48727272727273 273.035845459303 119.421863214513 6.29
10.8196721311476 5.58545454545454 271.434031564336 121.81196676795 6.3
10.7527868852459 5.68363636363637 269.827866730469 124.203649886852 6.31
10.6859016393443 5.78181818181818 268.218020396042 126.596550862569 6.32
10.6190163934426 5.88 266.605055270795 128.990380545155 6.33
10.552131147541 5.97818181818182 264.989444819451 131.384908653953 6.34
10.4852459016394 6.07636363636364 263.371587824602 133.779952587594 6.35
10.4183606557377 6.17454545454546 261.751820523489 136.175368285585 6.36
10.3514754098361 6.27272727272727 260.130426728725 138.571042773 6.37
10.2845901639344 6.37090909090909 258.507646273061 140.966888085181 6.38
10.2177049180328 6.46909090909091 256.883682060282 143.362836323205 6.39
10.1508196721312 6.56727272727273 255.258705956326 145.75883563523 6.4
10.0839344262295 6.66545454545455 253.632863714926 148.154846955407 6.41
10.0170491803279 6.76363636363636 252.006279099126 150.550841362097 6.42
9.95016393442624 6.86181818181818 250.379057332663 152.946797941901 6.43
9.8832786885246 6.96 248.751287992578 155.342702066404 6.44
9.81639344262296 7.05818181818182 247.123047435622 157.738544005285 6.45
9.74950819672132 7.15636363636363 245.494400835438 160.134317813218 6.46
9.68262295081968 7.25454545454545 243.865403894561 162.530020439351 6.47
9.61573770491804 7.35272727272728 242.236104284563 164.92565101742 6.48
9.5488524590164 7.45090909090909 240.606542858738 167.321210302239 6.49
9.48196721311476 7.54909090909091 238.976754674329 169.716700224562 6.5
9.41508196721313 7.64727272727272 237.34676985515 172.112123541475 6.51
9.34819672131148 7.74545454545455 235.716614320337 174.507483563687 6.52
9.28131147540985 7.84363636363636 234.086310400724 176.902783944568 6.53
9.21442622950821 7.94181818181818 232.455877360775 179.298028518604 6.54
9.14754098360657 8.04 230.825331841098 181.693221179259 6.55
9.08065573770492 8.13818181818182 229.194688234079 184.088365788145 6.56
9.01377049180329 8.23636363636364 227.563959003151 186.483466108924 6.57
8.94688524590165 8.33454545454545 225.933154954509 188.878525760663 6.58
8.88000000000001 8.43272727272727 224.302285468646 191.273548186368 6.59
8.81311475409837 8.53090909090909 222.671358697923 193.668536633271 6.6
8.74622950819673 8.62909090909091 221.040381735371 196.063494142139 6.61
8.67934426229509 8.72727272727273 219.409360759113 198.458423543405 6.62
8.61245901639345 8.82545454545454 217.778301156087 200.853327458385 6.63
8.54557377049181 8.92363636363637 216.147207628187 203.248208304215 6.64
8.47868852459017 9.02181818181818 214.516084283436 205.643068301416 6.65
8.41180327868853 9.12 212.884934714409 208.03790948324 6.66
8.3449180327869 9.21818181818182 211.253762065777 210.432733706162 6.67
8.27803278688526 9.31636363636363 209.622569092561 212.827542660984 6.68
8.21114754098361 9.41454545454546 207.991358210432 215.2223378842 6.69
8.14426229508198 9.51272727272727 206.360131539209 217.617120769313 6.7
